inspection_id,true_cooling_degraded,true_ventilation_obstructed,true_oil_issue,true_overdue_remedial,has_resolution,has_negation
INS-732-2,False,True,False,False,False,False
INS-733-1,False,False,False,False,False,False
INS-733-2,False,False,False,False,False,False
INS-734-1,False,True,True,False,False,False
INS-734-2,False,True,True,False,False,False
INS-735-1,False,False,False,False,False,False
INS-735-2,False,False,False,False,False,False
INS-736-1,False,False,True,False,True,False
INS-736-2,True,False,True,False,False,False
INS-737-1,False,False,False,False,True,False
INS-737-2,False,True,False,False,False,False
INS-738-1,False,False,False,False,False,True
INS-738-2,False,False,False,False,True,False
INS-739-1,False,False,False,False,False,False
INS-739-2,False,True,False,False,False,False
INS-740-1,True,True,True,False,False,False
INS-740-2,False,True,True,True,False,False
INS-741-1,False,False,False,False,False,False
INS-741-2,False,False,False,False,False,False
INS-742-1,True,False,True,True,False,False
INS-742-2,False,True,False,False,False,False
INS-743-1,False,True,False,True,False,False
INS-743-2,False,True,False,False,True,False
INS-744-1,False,False,False,False,True,False
INS-744-2,False,False,False,False,False,False
INS-745-1,False,False,False,True,False,True
INS-745-2,False,False,False,False,False,False
INS-746-1,True,False,False,False,False,False
INS-746-2,False,True,False,True,False,False
INS-747-1,False,False,False,False,False,False
INS-747-2,False,False,False,False,False,False
INS-748-1,False,False,False,False,False,False
INS-748-2,True,False,False,False,False,False
INS-749-1,True,False,False,True,False,False
INS-749-2,False,False,False,False,False,False
INS-750-1,False,False,False,False,False,False
INS-750-2,False,False,False,False,False,False
INS-751-1,False,False,False,False,False,False
INS-751-2,False,False,True,False,False,False
INS-752-1,True,False,False,False,False,False
INS-752-2,False,True,False,False,False,False
INS-753-1,False,False,False,False,False,False
INS-753-2,False,False,False,False,False,False
INS-754-1,True,True,False,False,False,False
INS-754-2,True,True,False,False,False,False
INS-755-1,False,False,False,False,False,False
INS-755-2,False,False,False,False,False,True
INS-756-1,False,True,False,False,False,False
INS-756-2,False,False,False,False,False,False
INS-757-1,False,False,False,False,False,False
INS-757-2,False,True,True,True,False,False
INS-758-1,True,False,False,False,False,False
INS-758-2,True,False,False,True,False,False
INS-759-1,False,False,False,False,False,False
INS-759-2,False,False,False,False,False,False
INS-760-1,False,False,False,True,False,False
INS-760-2,False,False,False,False,False,False
INS-761-1,False,False,True,False,False,False
INS-761-2,True,False,False,False,False,False
INS-762-1,False,False,False,False,False,False
INS-762-2,False,False,False,False,False,False
INS-763-1,False,False,False,True,False,False
INS-763-2,False,False,True,True,False,False
INS-764-1,True,False,False,False,False,False
INS-764-2,False,False,False,False,False,False
INS-765-1,False,True,False,True,False,False
INS-765-2,False,True,False,True,False,False
INS-766-1,False,False,False,False,True,False
INS-766-2,False,False,False,False,False,False
INS-767-1,False,False,False,False,False,True
INS-767-2,False,True,True,False,False,False
INS-768-1,False,False,False,False,False,False
INS-768-2,False,False,False,False,False,False
INS-769-1,True,False,False,False,False,False
INS-769-2,False,False,False,False,False,False
INS-770-1,False,False,True,False,False,False
INS-770-2,False,False,False,False,False,False
INS-771-1,False,False,False,True,False,True
INS-771-2,False,False,False,False,False,True
INS-772-1,True,False,True,False,False,False
INS-772-2,False,False,True,False,False,False
INS-773-1,False,False,True,False,False,False
INS-773-2,False,True,False,False,False,False
INS-774-1,False,False,False,False,False,False
INS-774-2,False,False,False,False,False,False
INS-775-1,False,False,False,False,False,False
INS-775-2,True,False,False,False,False,False
INS-776-1,False,False,True,False,False,False
INS-776-2,False,True,False,False,False,False
INS-777-1,False,False,False,False,False,False
INS-777-2,False,False,False,False,False,False
INS-778-1,True,True,True,False,False,False
INS-778-2,False,False,False,True,False,True
INS-779-1,False,False,True,False,False,False
INS-779-2,False,True,True,True,False,False
INS-780-1,False,True,False,False,False,False
INS-780-2,True,False,True,False,False,False
INS-781-1,False,True,True,False,False,False
INS-781-2,True,False,False,False,False,False
INS-782-1,False,True,False,False,False,False
INS-782-2,False,False,False,True,False,False
INS-783-1,False,False,True,True,False,False
INS-783-2,True,True,False,True,False,False
INS-784-1,True,True,True,False,False,False
INS-784-2,False,False,True,False,False,False
INS-785-1,False,False,False,True,False,False
INS-785-2,True,False,False,True,False,False
INS-786-1,True,False,True,True,False,False
INS-786-2,False,False,False,False,True,False
INS-787-1,True,False,True,True,False,False
INS-787-2,True,False,False,True,False,False
INS-788-1,False,False,False,True,False,True
INS-788-2,False,True,False,False,False,False
INS-789-1,False,False,False,False,False,True
INS-789-2,False,False,True,False,False,False
INS-790-1,True,False,False,False,True,False
INS-790-2,False,False,False,False,False,False
INS-791-1,False,False,False,False,False,False
INS-791-2,False,False,False,False,False,True
INS-792-1,False,False,True,False,False,False
INS-792-2,True,False,False,True,False,False
INS-793-1,True,False,False,True,False,False
INS-793-2,False,True,False,False,False,False
INS-794-1,True,False,False,False,False,True
INS-794-2,True,True,False,True,False,False
INS-795-1,False,True,True,False,False,False
INS-795-2,False,False,False,False,True,False
INS-796-1,False,False,False,False,False,False
INS-796-2,False,False,False,False,False,False
INS-797-1,False,False,False,True,False,False
INS-797-2,True,False,False,False,False,False
INS-798-1,True,True,True,False,False,False
INS-798-2,True,False,False,False,False,False
INS-799-1,False,True,False,True,False,False
INS-799-2,True,True,True,False,False,False
INS-800-1,False,False,False,False,False,False
INS-800-2,False,False,False,False,False,False
INS-801-1,False,False,False,False,False,False
INS-801-2,False,False,False,False,False,True
INS-802-1,False,False,False,False,False,False
INS-802-2,False,False,False,False,False,False
INS-803-1,False,False,False,False,False,False
INS-803-2,False,False,False,True,False,False
INS-804-1,False,False,True,True,False,True
INS-804-2,True,False,False,True,False,False
INS-805-1,False,False,False,False,False,False
INS-805-2,False,True,False,True,False,False
INS-806-1,False,False,True,True,False,False
INS-806-2,False,False,False,False,False,False
INS-807-1,False,False,False,False,True,False
INS-807-2,False,False,False,False,False,True
INS-808-1,False,False,False,False,False,False
INS-808-2,False,True,False,False,False,False
INS-809-1,False,False,True,True,False,False
INS-809-2,False,True,True,False,True,False
INS-810-1,False,True,False,True,False,False
INS-810-2,True,False,False,True,True,False
INS-811-1,True,False,False,True,False,False
INS-811-2,False,False,False,False,False,False
INS-812-1,False,True,False,False,False,False
INS-812-2,False,False,False,False,True,False
INS-813-1,True,False,False,False,False,False
INS-813-2,False,False,False,False,False,False
INS-814-1,False,False,False,False,True,False
INS-814-2,False,False,False,False,False,False
INS-815-1,False,False,False,False,False,False
INS-815-2,False,False,False,True,False,False
INS-816-1,False,False,False,False,False,True
INS-816-2,False,False,False,False,False,False
INS-817-1,False,False,False,False,False,False
INS-817-2,False,False,False,True,False,True
INS-818-1,True,True,False,False,False,False
INS-818-2,True,False,False,False,False,False
INS-819-1,False,True,False,False,False,False
INS-819-2,True,False,False,False,False,False
INS-820-1,False,True,True,False,False,False
INS-820-2,False,False,True,True,False,False
INS-821-1,False,False,False,True,False,False
INS-821-2,False,False,True,False,False,False
INS-822-1,True,False,False,False,False,False
INS-822-2,False,False,True,False,True,False
INS-823-1,False,False,False,False,False,True
INS-823-2,False,False,True,False,False,False
INS-824-1,False,False,False,False,True,False
INS-824-2,False,True,False,False,False,False
INS-825-1,False,False,False,False,True,False
INS-825-2,True,False,False,False,False,False
INS-826-1,True,False,False,True,False,False
INS-826-2,False,False,False,False,False,True
INS-827-1,False,False,False,True,False,False
INS-827-2,True,True,False,True,False,False
INS-828-1,False,False,False,False,True,False
INS-828-2,False,False,False,True,False,False
INS-829-1,False,True,False,False,False,False
INS-829-2,False,True,False,False,False,False
INS-830-1,False,False,False,False,False,False
INS-830-2,False,True,True,False,False,False
INS-831-1,True,True,False,True,False,False
INS-831-2,False,False,False,False,False,True
INS-832-1,False,False,False,True,False,False
INS-832-2,True,True,True,False,False,False
INS-833-1,False,False,False,False,False,False
INS-833-2,False,False,False,False,False,False
INS-834-1,False,False,False,False,False,True
INS-834-2,False,False,False,False,False,False
INS-835-1,True,False,False,True,False,False
INS-835-2,False,True,False,False,False,False
INS-836-1,False,True,False,False,False,False
INS-836-2,False,False,False,False,False,False
INS-837-1,False,False,True,False,False,False
INS-837-2,False,True,False,False,False,False
INS-838-1,False,False,False,True,False,False
INS-838-2,False,False,False,False,False,False
INS-839-1,True,False,False,False,False,False
INS-839-2,True,False,False,False,False,True
INS-840-1,False,False,True,False,False,False
INS-840-2,False,False,True,False,False,False
INS-841-1,False,False,True,False,False,False
INS-841-2,False,False,False,True,False,False
INS-842-1,False,False,True,True,False,False
INS-842-2,False,False,False,False,True,False
INS-843-1,False,False,False,True,False,False
INS-843-2,True,False,True,False,False,False
INS-844-1,False,False,True,False,False,False
INS-844-2,True,True,False,True,False,False
INS-845-1,True,True,False,False,False,False
INS-845-2,False,False,True,False,False,True
INS-846-1,False,False,False,False,False,False
INS-846-2,False,False,False,False,False,False
INS-847-1,False,False,False,False,False,False
INS-847-2,False,False,False,False,False,False
INS-848-1,False,True,True,False,False,False
INS-848-2,False,False,False,False,True,False
INS-849-1,False,True,False,False,False,False
INS-849-2,True,True,False,False,False,False
INS-850-1,False,False,False,True,False,False
INS-850-2,False,True,False,False,False,False
INS-851-1,False,False,False,False,False,False
INS-851-2,True,False,False,True,False,False
INS-852-1,False,True,False,False,False,False
INS-852-2,False,False,True,True,False,False
INS-853-1,True,False,False,True,False,False
INS-853-2,False,False,False,False,True,False
INS-854-1,False,False,False,False,False,False
INS-854-2,True,False,False,False,False,False
INS-855-1,True,False,True,True,False,False
INS-855-2,False,False,True,False,False,False
INS-856-1,False,False,False,False,False,False
INS-856-2,False,True,True,False,False,False
INS-857-1,True,False,True,False,True,False
INS-857-2,False,True,False,True,False,False
INS-858-1,False,False,False,False,False,False
INS-858-2,False,False,False,False,False,False
INS-859-1,False,True,False,False,True,False
INS-859-2,False,True,False,False,False,False
INS-860-1,False,False,False,False,False,False
INS-860-2,False,False,False,True,True,False
INS-861-1,True,False,True,False,False,False
INS-861-2,False,True,False,False,False,False
INS-862-1,False,True,False,False,False,False
INS-862-2,False,True,False,True,False,False
INS-863-1,False,False,True,False,True,False
INS-863-2,False,False,True,False,False,False
INS-864-1,True,True,False,True,False,False
INS-864-2,False,False,False,False,False,False
INS-865-1,False,False,False,False,False,False
INS-865-2,False,False,False,False,False,False
INS-866-1,False,False,False,False,False,False
INS-866-2,False,False,False,True,False,False
INS-867-1,False,False,False,False,False,False
INS-867-2,False,False,False,False,False,False
INS-868-1,False,False,False,False,False,False
INS-868-2,True,False,True,True,False,False
INS-869-1,True,True,False,False,False,False
INS-869-2,False,False,False,False,False,False
INS-870-1,False,False,False,False,False,False
INS-870-2,False,False,False,False,True,False
INS-871-1,False,False,False,False,False,False
INS-871-2,False,False,True,False,False,False
INS-872-1,False,False,False,False,True,False
INS-872-2,False,False,True,True,False,False
INS-873-1,True,False,True,True,False,False
INS-873-2,False,False,False,True,False,False
INS-874-1,False,True,False,False,False,False
INS-874-2,True,False,False,False,False,False
INS-875-1,False,False,True,True,False,False
INS-875-2,False,True,False,True,False,False
INS-876-1,False,False,False,False,False,False
INS-876-2,True,False,False,False,False,False
INS-877-1,False,True,False,False,False,False
INS-877-2,False,False,False,True,False,False
INS-878-1,False,False,False,False,False,True
INS-878-2,False,False,False,False,False,False
INS-879-1,True,True,False,False,False,False
INS-879-2,True,True,False,True,False,False
INS-880-1,False,False,False,False,False,False
INS-880-2,False,False,False,False,False,False
INS-881-1,True,False,True,True,False,False
INS-881-2,False,False,True,False,False,False
INS-882-1,False,False,False,False,False,False
INS-882-2,True,True,False,True,False,False
INS-883-1,False,False,False,False,False,False
INS-883-2,False,False,False,False,False,False
INS-884-1,False,False,False,False,False,False
INS-884-2,False,True,False,False,False,False
INS-885-1,True,False,True,True,False,False
INS-885-2,False,False,False,False,False,False
INS-886-1,False,True,False,False,False,False
INS-886-2,False,True,False,False,False,False
INS-887-1,False,False,True,False,False,False
INS-887-2,True,False,False,True,False,False
INS-888-1,False,False,False,False,False,False
INS-888-2,False,False,False,False,False,False
INS-889-1,False,False,True,False,False,False
INS-889-2,False,True,True,True,False,False
INS-890-1,False,True,False,False,False,True
INS-890-2,False,True,False,False,False,False
INS-891-1,True,False,False,True,False,False
INS-891-2,False,False,False,False,True,False
INS-892-1,False,False,False,False,False,False
INS-892-2,True,False,False,False,False,False
INS-893-1,False,False,False,False,False,False
INS-893-2,False,False,False,False,False,False
INS-894-1,False,False,False,False,False,False
INS-894-2,False,False,False,False,False,False
INS-895-1,False,True,False,False,False,False
INS-895-2,False,False,False,False,False,False
INS-896-1,False,False,False,False,False,False
INS-896-2,False,False,False,False,False,False
INS-897-1,False,True,False,False,False,False
INS-897-2,False,False,False,True,False,False
INS-898-1,False,False,False,False,True,False
INS-898-2,False,False,False,True,False,False
INS-899-1,False,True,False,False,False,False
INS-899-2,True,False,False,True,False,False
INS-900-1,True,True,True,False,False,False
INS-900-2,False,False,False,True,False,False
